@relation Training-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute ID numeric
@attribute score_tag {P,N,NEU,NONE,P+,N+}
@attribute agreement {DISAGREEMENT,AGREEMENT}
@attribute subjectivity {SUBJECTIVE,OBJECTIVE}
@attribute confidence numeric
@attribute irony {NONIRONIC,IRONIC}
@attribute happy numeric
@attribute angry numeric
@attribute bored numeric
@attribute fear numeric
@attribute sad numeric
@attribute excited numeric
@attribute Class {0,1}

@data
414,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.195899,0.247215,0.058731,0.156557,0.126405,0.215193,0
415,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.224269,0.105333,0.070791,0.199516,0.13286,0.267232,1
416,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.165711,0.283604,0.035423,0.171886,0.138874,0.204502,1
417,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.235495,0.160491,0,0.289425,0.139932,0.174657,0
418,N+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.016756,0.75395,0.083782,0.035841,0.081013,0.028659,1
419,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.26184,0.120716,0.069023,0.077594,0.045751,0.425076,0
420,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.270791,0.149331,0.058153,0.15,0.065016,0.30671,1
421,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.068335,0.410698,0.069683,0.160756,0.185806,0.104723,1
422,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.205496,0.151063,0.027748,0.18393,0.153937,0.277826,1
423,NEU,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.069646,0.243396,0.109938,0.168511,0.321421,0.087087,1
424,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.103741,0.401569,0.067034,0.134391,0.148703,0.144561,1
425,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.118367,0.164431,0.065005,0.252571,0.240347,0.15928,1
426,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.1708,0.27394,0.045435,0.18376,0.136924,0.189141,0
427,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.189756,0.15065,0.051078,0.163995,0.051268,0.393253,1
428,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.17984,0.142907,0.096883,0.232038,0.173553,0.174779,0
429,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.105302,0.279054,0.040515,0.211216,0.245978,0.117935,0
430,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.032943,0.196583,0.108636,0.218778,0.32696,0.116099,0
431,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.188155,0.188103,0.04448,0.157156,0.15007,0.272037,1
432,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.122327,0.366666,0.159675,0.122468,0.099862,0.129002,1
433,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.092466,0.385365,0.080183,0.188552,0.155001,0.098434,0
434,NEU,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.121441,0.13913,0.043487,0.290818,0.213414,0.19171,1
435,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.297129,0.142653,0,0.191455,0.111313,0.25745,0
436,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.223013,0.091896,0.07997,0.17169,0.071332,0.362099,1
437,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.196704,0.085859,0.042759,0.123385,0.053448,0.497844,1
438,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.104551,0.217374,0.122318,0.205502,0.228731,0.121524,1
439,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.212813,0.134653,0.222894,0.104576,0.043981,0.281084,0
440,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.084402,0.202827,0.073942,0.251847,0.233097,0.153886,1
441,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.440533,0.112304,0.020155,0.079638,0.044407,0.302963,0
442,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.08898,0.30232,0.113308,0.180781,0.166305,0.148306,0
443,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.046794,0.429814,0.051022,0.165703,0.160466,0.1462,0
444,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.223392,0.231997,0.051913,0.154881,0.129994,0.207822,0
445,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.224256,0.155119,0.043223,0.145233,0.0547,0.37747,0
446,NEU,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.117935,0.154538,0.042889,0.206325,0.112163,0.36615,1
447,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.101149,0.417828,0.047917,0.187091,0.120754,0.12526,1
448,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.106042,0.195009,0.038883,0.300644,0.203377,0.156047,0
449,P,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.087578,0.175858,0.181148,0.24878,0.189637,0.116998,1
450,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.353432,0.091392,0.016419,0.092982,0.030265,0.415509,1
451,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.083972,0.25915,0.086968,0.222535,0.232899,0.114476,1
452,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.073847,0.172075,0.096576,0.283357,0.220983,0.153162,0
453,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.117623,0.173217,0.129611,0.26448,0.17923,0.135839,0
454,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.094932,0.180446,0.118679,0.250653,0.238031,0.11726,0
455,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.27667,0.095957,0.025803,0.194266,0.122522,0.284782,0
456,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.065849,0.246183,0.180375,0.145397,0.258042,0.104153,0
457,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.151822,0.207819,0.073567,0.223542,0.128136,0.215113,1
458,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.596054,0.064888,0,0.106969,0.076991,0.155097,0
459,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.081949,0.272582,0.092181,0.243061,0.201862,0.108366,1
460,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.180813,0.100375,0.059568,0.212645,0.168448,0.278151,0
461,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.231309,0.138467,0.057876,0.10808,0.07235,0.391919,0
462,NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.293099,0.115621,0.042378,0.112122,0.083883,0.352897,1
463,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.193448,0.243483,0.034061,0.167495,0.092579,0.268933,0
464,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.190909,0.203834,0.064138,0.192361,0.14669,0.202067,0
465,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.127571,0.231167,0.021535,0.251231,0.197578,0.17092,0
466,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.172516,0.23573,0.067118,0.170228,0.081863,0.272545,0
467,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.208957,0.150635,0.059319,0.204582,0.107617,0.268889,0
468,NEU,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.193348,0.260298,0.17819,0.091813,0.125707,0.150645,1
469,NEU,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.221193,0.129821,0.067353,0.222196,0.161904,0.197533,0
470,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.259409,0.177242,0.035808,0.093451,0.065438,0.368652,1
471,P,DISAGREEMENT,OBJECTIVE,92,NONIRONIC,0.194219,0.213999,0.025832,0.165201,0.1475,0.253249,0
472,N,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.193329,0.239017,0.05508,0.192351,0.157985,0.162238,1
473,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.204567,0.212922,0.022887,0.137219,0.078004,0.344401,0
474,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.268371,0.13504,0,0.173204,0.087988,0.335396,1
475,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.109017,0.274356,0.059126,0.18191,0.1969,0.178691,0
476,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.295867,0.093221,0.021094,0.077163,0.043618,0.469037,1
477,NEU,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.119455,0.383063,0.043673,0.120371,0.074581,0.258856,0
478,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.086306,0.31509,0.068837,0.21097,0.253269,0.065527,0
479,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.108032,0.152774,0.146464,0.179277,0.264449,0.149003,0
480,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.323087,0.129066,0.036971,0.147281,0.108654,0.254941,0
481,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.14816,0.265497,0.069168,0.185811,0.181782,0.149582,0
482,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.067623,0.21584,0.083241,0.209402,0.334189,0.089705,0
483,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.20437,0.205899,0.07421,0.17873,0.147544,0.189247,0
484,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.225056,0.133021,0.218779,0.108492,0.046637,0.268015,0
485,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.143256,0.154058,0.064598,0.256771,0.191959,0.189358,0
486,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.344566,0.113515,0.041042,0.114558,0.067949,0.318369,1
487,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.175106,0.148653,0.059957,0.204542,0.082273,0.32947,0
488,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.144965,0.213621,0.049223,0.159531,0.139585,0.293076,0
489,N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.082996,0.236393,0.070488,0.26042,0.167993,0.18171,0
490,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.174795,0.06749,0.023759,0.175299,0.060281,0.498377,1
491,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.024674,0.280442,0.076561,0.242347,0.327946,0.048031,1
492,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.056202,0.315114,0.046219,0.239795,0.259857,0.082813,1
493,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.159396,0.248018,0.040698,0.156633,0.129952,0.265302,0
494,N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.142149,0.331629,0.045102,0.176497,0.149428,0.155195,1
495,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.123663,0.215165,0.066457,0.236923,0.2071,0.150691,1
496,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.371046,0.09012,0.038222,0.157332,0.096035,0.247245,0
497,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.203001,0.180778,0.056671,0.219553,0.148039,0.191958,1
498,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.099704,0.071673,0.021989,0.258639,0.44967,0.098325,0
499,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.023222,0.498391,0.06934,0.170248,0.191952,0.046847,1
500,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.224608,0.197642,0.048532,0.158024,0.08306,0.288133,1
