ID,Text,Class
434,"30 Views November 18, 2016 GOLD , KWN King World News With continued weakness in the precious metals markets, did this major divergence just trigger a bottom in gold and silver? The gold and silver markets are now showing a huge divergence which may prove to be a key in terms of seeing the bottom of this correction in the metals. Below we see that the price of gold (GLD used as a proxy) is hitting new lows (see chart below). At the same time, the price of silver is also hitting new lows (see chart below). Unlocking The Key: Here Is The Major Divergence Meanwhile, the HUI (Gold Mining Index) is diverging by trading above recent lows (see chart below). And the XAU (Gold Mining Index) is also diverging by trading above its recent lows (see chart below). KWN also spoke with one of the top mining CEO’s today and he said, “The selling in the mining stocks is looking very tired right now and they are just looking for an excuse to rally.”… IMPORTANT… To find out which company is set to become one of the highest grade producing gold mines on the planet CLICK HERE OR BELOW: Sponsored The divergence in the HUI and XAU mining indexes vs gold and silver is a major clue that a bottom may be forming. If the miners can hold above the recent lows that will give the signal that the correction has now officially come to an end and the uptrend in gold, silver, and the mining shares will resume. I t will be very interesting to see if this divergence did in fact mark a bottom in gold and silver in the days ahead.   Look At These Markets Seeing Massive Waterfall Declines As Chaotic Global Trading Continues  ",1
435,"BLACKPOOL, England  —   “Ramones forever!” C. J. Ramone yelled to a tightly packed crowd at the Rebellion Festival here earlier this month, and a little roar rippled through a sea of   mohawks,   spikes  —   and more than a few balding heads. It was 40 years ago this summer that the Ramones flew to London and played a July 4 concert at the Roundhouse in Camden, an event that many cite as the moment that punk rock first took flight in Britain. A month earlier, a   London group called the Sex Pistols had played a gig at Lesser Free Trade Hall in Manchester. It has been said that there were only a few dozen people in attendance, but every one went out and started a band. “I’ve said this quote before, but I’ll say it again,” Steve Diggle of the Buzzcocks said in a recent interview over a pint of Guinness in London. “If Jesus was born in Bethlehem, British punk was born in Manchester at that gig. ” The anniversary of that summer is being celebrated in Punk London, a citywide, yearlong series of exhibitions, talks and concerts supported by the mayor’s office and the National Lottery. Proving, perhaps, that punk’s rebellious spirit hasn’t yet receded into rock’s history books, this institutional endorsement of an   movement has drawn skepticism, a little bit of ridicule and even some mild acts of resistance. “We heard our song on BBC News,” as part of the anniversary celebrations, Noel Martin, 61, of the band Menace, which formed in the   said outside the Blackpool festival grounds. The song, “G. L. C. ,” which stood for Greater London Council, took aim at the city government, whose conservative members had called for a ban on punk concerts. “BBC banned that song 40 years ago, how come they’re playing it now?” In March, Joe Corré, the son of the fashion designer Vivienne Westwood and the Sex Pistols manager, Malcolm McLaren, vowed to burn 5 million pounds, or about $6. 46 million, worth of punk memorabilia to protest what he saw as the   of the movement. (The event, which is planned for this fall, was promptly added by a City Hall staff member to the Punk London website). In July, the singer Viv Albertine of the band the Slits visited the British Library for a talk connected to Punk London. While there, she stopped by the institution’s punk history exhibition to scrawl over the names of prominent female punk artists in permanent marker onto to the show’s signage. “What about the women! !” she wrote on a sign, crossing out the names of male punk groups and replacing them with   acts like Siouxsie and the Banshees and   Spex. The concerts of the summer of ’76 proved a crucible: In the months that followed, punk broke into public consciousness across Britain. The Clash, the Buzzcocks and the Damned gained nationwide attention. And the Sex Pistols became tabloid sensations, both for their wild behavior and their   lyrics, particularly for “God Save the Queen,” an   screed that suggested the queen was the head of a “fascist regime. ” The reaction from the news media was swift: Sex Pistols tracks, including “Queen” and “Anarchy in the U. K.,” were banned from the BBC, and, after reports that band members had spit on and yelled at staff at Heathrow Airport, the Pistols were dropped from their record label, EMI. The Sex Pistols dissolved in spectacular fashion months later, but the Ramones soldiered on for another 20 years (C. J. Ramone joined the band in the late ’80s). Fans and musicians at the Rebellion Festival in Blackpool, a resort town on the Irish Sea, noted the incongruity of the establishment’s embracing of punk rock, but they said the British punk scene was vibrant and even growing. “We go to gigs every week here, Manchester, Birmingham,” Graham Norris, 51, a fan of punk, said over a hot dog on the first day of the festival. “There’s lots of good bands coming through, a lot of them,” said Mr. Norris, who carried a cane and had a single synthetic green dreadlock threaded onto his last wisp of natural hair. “Maybe their dads were punks, maybe their mothers were punks and they’ve picked up on it. ” This festival’s lineup reflected that intergenerational spirit: Early bands like Agnostic Front and the Buzzcocks split the bill with newer acts like Youth Man and Angry Itch. Outside the main venue, a group of young punk fans gathered on a stoop, smoking and swigging from liquor bottles. One young musician, Connor MacPherson, 18, whose band the Antiseptics played at Punk Weekender, a   concert series held at the Roundhouse in July to commemorate the anniversary of the Ramones concert, said that the punk spirit was particularly relevant now that conservatives control Britain’s government. Describing himself as a “socialist with anarchist tendencies,” Mr. MacPherson got a rousing response from the others when he lobbed a shot at David Cameron, the former prime minister. “We have got a government that doesn’t care about the youth, that doesn’t care about the   people,” he said. “We need punk more than ever  —   we need punk more than they needed it in 1977. ” Nella Bellinzoni, 62, was selling bags and   sweaters in the halls of the festival. With blue hair sprayed vertical and reaching about a foot above her head (she said it took her around one and a half cans of hair spray and three hours to achieve the look) Ms. Bellinzoni, who described herself as an “old punk, from the beginning,” expressed a sunny vision of punk’s future. “It’s getting more and more stronger,” Ms. Bellinzoni, a native of Italy who lives near Blackpool, said. “All the kids, when their father or mother was punk, then they’re punk as well. ” One   duo was Simon Reynolds, 50, who took a train from London to Blackpool and his    son, Oscar. Mr. Reynolds, who started listening to punk in the early ’80s, said he thought that the movement had cleaned up its act somewhat since the early years and grown a “conscience. ” Oscar, with spiky green hair and a   advertising the punk band Gnarwolves, said he became interested in punk about eight years ago, through skateboarding and through his father. He said that he appreciated the sympathy for the working classes, and also that he liked that the music was different from what his friends listened to. Asked whether he ever felt strange dabbling in the same music scene as his father, he looked briefly incredulous. “No, no,” he said with a chuckle, before his face got serious and he added, “My dad’s rad. ”",0
436,"Lukas Mikelionis, Heat Street, October 24, 2016 {snip} According to Misao Dean, Professor of English at the University of Victoria, the canoe can be a symbol of colonialism, imperialism and genocide due to history. She also accused the canoers of cultural appropriation because they are primarily white men and have a privileged place in society. In a radio interview for CBC Radio , which wasn’t picked up by the Internet until several months later, she claimed “we have a whole set of narratives that make the canoe into a kind of morally untouchable symbol, something that seems natural, that seems ordinary, and seems to promote values that we ascribe to.” “But I think if you look a little further that narrative obscures or erases another narrative–and that narrative is about, to be blunt, it’s about theft and genocide”, the professor said. {snip} “It’s not a coincidence that it was white men of a certain age . . . Certainly the majority of wilderness canoers are people who have a very privileged place in society. They’re frequently highly educated people. They’re almost completely white,” she said. CBC Radio host Jim Brown then asked a question: “Should we look at the canoe as a non-controversial symbol or should we look at it as a symbol of colonialism?” To which the academic replied: “Absolutely a symbol of colonialism. It seems to me that this narrative we tell ourselves about the canoe about how canoeing makes us in touch with nature, how canoeing makes us in some way guiltless of the terrible things that the Canadian government and Canadians in general did to First Nations people.” {snip} Either way, somebody should break the news to Canada’s woke Prime Minister Justin Trudeau about this. It’s 2016, after all. Thrilled to let you know we’re going to need another seat in our canoe: Sophie is pregnant! #threeisthenewtwo pic.twitter.com/gm76BwAe4p",1
437,"Email Following the surprisingly strong electoral victory of Donald Trump to the White House in this year’s presidential election, a spokesperson for a group founded to revive the rejected 2007 DREAM Atct — which would have granted amnesty to minors illegally in the United States — pledged to resist mass deportation of illegal aliens. The spokesperson also called Border Patrol (CBP) and Immigration and Customs Enforcement (ICE) personnel ""agents of racism.” In a statement quoted by the Washington Times , Cristina Jimenez, co-founder of United We Dream (which describes itself as “the largest immigrant youth-led organization in the nation”) said: “Immigrants are declaring a state of urgency and resilience. Over the coming weeks, our families and community members will need to tap into the incredible strength that brought us to this country and which we use to survive.” In her statement, Jimenez not only expressed dismay at the election of Trump but also castigated the agents of the federal agencies charged with protecting our borders. “All people with love in our hearts are angered and disappointed tonight and pledge to resist mass deportation,” she said. “ICE and CBP have proven themselves to be agents of racism and agents of hate.” Both the National Border Patrol Council (NBPC) and the National Immigration and Customs Enforcement (ICE) Council — the two unions that represent Border Patrol and ICE agents, respectively, had announced endorsements of Trump during the presidential campaign. We reported in our article last April that the NBPC’s leaders — including Brandon Judd, the union’s president; Kenneth Palinkas, its past president; Shawn Moran; the union’s vice president; and Chris Cabrera, a spokesperson for the NBPC’s Rio Grande Valley council — have all been vocal in criticizing the Obama administration’s lack of enforcement of our nation’s immigration laws. The NBPC issued a press release on March 30 that stated part of the reason for its endorsement of Trump: Mr. Trump is correct when he says immigration wouldn’t be at the forefront of this presidential campaign if months ago he hadn’t made some bold and necessary statements. And when the withering media storm ensued he did not back down one iota. That tells you the measure of a man. When the so-called experts said he was too brash and outspoken, and that he would fade away, they were proven wrong. We are confident they will be proven wrong again in November when he becomes President of the United States. The union representing the nation’s Immigration and Customs Enforcement officers and staff, the ICE Council, endorsed Trump last September. Their endorsement statement noted: Donald Trump reached out to us for a meeting, sat down with me to discuss his goals for enforcement, and pledged to support ICE officers, our nation’s laws and our members. In his immigration policy, he has outlined core policies needed to restore immigration security— including support for increased interior enforcement and border security, an end to Sanctuary Cities, an end to catch-and-release, mandatory detainers, and the canceling of executive amnesty and non-enforcement directives. A notice on the United We Dream website stated that when the DREAM Act failed to get 60 votes in the Senate in 2007, a “group of DREAMers, organizers, and advocates came together to reflect on the DREAM Act campaign and talk about building a movement and organization that would not hinge on votes in Congress.” President Obama, frustrated that the DREAM Act (the Development, Relief, and Education for Alien Minors Act) had repeatedly failed to pass, had already decided to bypass Congress by creating the DACA (Deferred Action for Childhood Arrivals) program to allow youth who had brought into the country illegally by their parents as children immigrants to work legally in the United States. Critics of DACA have pointed out that the program is a means to circumvent Congress and grant amnesty to those who reside here illegally. The DACA program was created in 2012 via policy memo by then-Secretary of Homeland Security Janet Napolitano. In 2014, Homeland Security Secretary Jeh Johnson further expanded the DACA program by removing its age cap and extending the work authorization to three years. Subsequently a group of states challenged this executive action in the case of State of Texas, et al v United States, et al. The DACA program was brought to a halt after U.S. District Judge Andrew Hanen of the U.S. District Court for the Southern District of Texas responded to the plaintiff states by issuing an order of temporary injunction to block the federal government from implementing the Obama administration’s policy memorandums that expanded DACA and implemented the Deferred Action for Parents of Americans and Lawful Permanent Residents (DAPA) program. The Obama administration appealed Hanen’s ruing in a case that went all the way to the Supreme Court. After the court issued a tied 8-8 decision on the appeal, Hanen’s injunction was allowed to stand. With the election of Donald Trump, it is expected that the new president will issue an executive order of his own to reverse those issued by Obama administration officials to create DACA. It is the anticipation of this move that has groups such as United We Dream worried. Related articles:",1
438,". CDC Scientist Confirms Donald Trump is Right About Vaccines and Autism Donald Trump is no stranger to controversy, including the vaccine debate. In a series of tweets and ... http://humansarefree.com/2016/11/cdc-scientist-confirms-donald-trump-is.html Donald Trump is no stranger to controversy, including the vaccine debate. In a series of tweets and interviews over the past few years, the presidential candidate has stated that he strongly believes that there is a link between ""monstrous"" vaccines and autism . He has suggested that delivering vaccines in smaller doses over time could reduce autism rates among U.S. children. Despite being cast to the lunatic fringe by the mainstream media for his remarks, CDC scientist Dr. William Thompson has confirmed Trump's suspicions — namely, that   autism is real .Congressman Bill Posey from Florida helped expose the corruption of the Center for Disease Control (CDC) . He recently read a statement on the House floor written by CDC scientist Dr. William Thompson.In the statement, Dr. Thompson admitted to omitting data from a study which showed that autism rates were higher among African American boys who received the MMR vaccination before the age of three.(1) ""Regardless of the subject matter, parents making decisions about their children's health deserve to have the best information available to them. ""They should be able to count on federal agencies to tell them the truth. For these reasons, I bring the following matter to the House floor,"" Posey stated.(2) He then proceeded to read the statement provided by Dr. Thompson. The statement pertained to a 2004 study published in the journal Pediatrics. The doctor revealed that he and his colleagues intentionally destroyed data in the study which showed that African American MMR-vaccinated boys under the age of three had   for autism. According to the whistleblower, the CDC held a meeting of scientists to discuss whether they should destroy the evidence. The authors decided to scrap their findings. Fortunately, Dr. Thompson saved computer files and hard copies of the omitted data for legal reasons.(3) ""Mr. Speaker, I believe it is our duty to insure that the documents that Dr. Thompson are not ignored. Therefore I will provide them to members of Congress and the House Committees upon request. ""Considering the nature of the whistleblower's documents as well as the involvement of the CDC, a hearing and a thorough investigation is warranted,"" Posey concluded.(2) Because the report pertains to vaccines, the mainstream media continues to ignore these revelations. Meanwhile, they continue to parade Donald Trump as a kook for suggesting that there is a link   The double standard boggles the mind and sickens the stomach.Trump hasn't backed down from the vaccine debate despite the mainstream media's backlash against his remarks. In 2015, he appeared on the conservative radio host Laura Ingraham's show stating: ""I've known people that had totally magnificent children, functioning a hundred percent, everything beautiful, smart as a whip, and they go for this shot and get this shot of this massive dose, of everything at one time, and they end up with horrible autism.""(4) In addition, Trump stated on a Fox News television program in 2012: ""I've seen people where they have a perfectly healthy child, and they go for the vaccinations and a month later the child is no longer healthy.""(5) Trump made similar remarks in a series of tweets in 2014, after a CDC report revealed that autism rates in U.S. children had increased by 30 percent in the last two years.(6)The CDC report that coincided with Trump's tweets did not actually state what caused the spike in autism rates. Given Dr. Thompson's recent testimony, however, it's easy to think of at least one possibility. By S. Johnson  ",1
439,"On the Friday edition of Breitbart News Daily, broadcast live on SiriusXM Patriot Channel 125 from 6AM to 9AM Eastern, Breitbart London    Raheem Kassam will continue our discussion of   Donald Trump’s policy agenda and the confirmation hearings for his nominees. [Retired Lt. Gen. Jerry Boykin will discuss Gen. James Mattis’ confirmation hearing and David Shulkin’s nomination for VA Secretary.  Jenny Beth Martin of the Tea Party Patriots will discuss Speaker Paul Ryan’s CNN town hall. Former RNC Chair and Maryland Lt. Gov. Michael Steele will discuss President Obama’s legacy. Former lobbyist Jack Abramoff will discuss Trump’s efforts to separate himself from his business interests and his promise to “drain the swamp” in D. C. Mercedes and Matt Schlapp, the Chairman of the American Conservative Union, will preview this year’s CPAC conference. Live from London, Rome, and Jerusalem, Breitbart correspondents will provide updates on the latest international news. Breitbart News Daily is the first live, conservative radio enterprise to air seven days a week. SiriusXM Vice President for news and talk Dave Gorab called the show “the conservative news show of record. ” Follow Breitbart News on Twitter for live updates during the show. Listeners may call into the show at:   .",0
440,"The monster they created is running amok. Credit: VDare. These two things happened the day after Donald Trump won the election: First, a Washington Post reporter named Peter Holley called the American Renaissance office to ask–in dead seriousness–whether anyone from the Trump team had called us for policy advice. Second, Gloria Gonzalez-Garcia, a Mexican-American explained to the Fort Worth Star-Telegram what a Trump victory meant: “We were getting the message, ‘If you are not white, you don’t belong here.’ ” So what’s the connection? Let’s start with the Post ’s Mr. Holley . [ ] He is a professional newsman who attended Columbia’s Graduate School of Journalism. He calls himself an “experienced reporter with a talent for uncovering compelling stories that other people overlook.” It’s his job to find out and report what is going on–and he seriously thought the victorious Trump team would check in with me for instructions. He’s not alone. The same day, a journalist from the biggest newspaper in Latin America– Folha de S. Paulo – wanted to know if I had telephoned my friend Donald Trump to congratulate him on his victory. I told her I have never met him and don’t have his number. What we have here is a stupefying delusion: that Donald Trump is a secret “white supremacist,” who dances to the tune of the Alt-Right. This delusion has two sources: ignorance and maliciousness . People like Peter Holley are so deeply marinated in liberal ignorance that they can’t tell the difference between American nationalism and racial nationalism–between the desire to put American interests first and white racial consciousness. As I have explained elsewhere , the maliciousness involved looking for racial dissidents who supported Donald Trump and then arguing that since “racists” backed him, Trump must be a “racist,” too. When Mr. Trump didn’t denounce David Duke and “white supremacy” fiercely enough to suit them, they claimed this was proof he is a secret sympathizer. They were wrong. He just doesn’t like being pushed around by journalists who hates him. The pro-Hillary media therefore created a Frankenstein monster–an imaginary Donald Trump who secretly wants to make America white again. They called him a bigot, a xenophobe, a fascist, a threat to democracy and, of course, the new Hitler. They hoped this would frighten enough voters into the Hillary camp to stop Mr. Trump, but it didn’t work. And now they are stuck with a Frankenstein president elect who, they are convinced, comes running to me for policy tips. Yesterday, Senator Harry Reid issued an idiotic press release that included these lines: White nationalists, Vladimir Putin and ISIS are celebrating Donald Trump’s victory, while innocent, law-abiding Americans are wracked with fear–especially African Americans, Hispanic Americans, Muslim Americans, LGBT Americans and Asian Americans. It is because she has heard so many Frankenstein stories that poor Gloria in Fort Worth–a US citizen–thinks the real Trump message is that non-whites don’t belong in America. And she’s hardly alone. Jason Perez (right) a university student in Hawaii, writes that “the next four years will be a living nightmare for all Hispanic Americans.” Mercedes Rosales , a high school senior in Homestead, Florida, says Mr. Trump “just wants to get rid of Mexicans, or Latinos.” Maria Perez , also of Homestead, says, “Because of the example of Donald Trump . . . now they can look at you and see you are an immigrant and kill you.” Mary Rabago , a Hispanic journalist living in Arizona, explains the election results: “Hate won.” The Muslim reaction is just as nutty. Asaad Alabdulaziz, an Iraqi who recently became a US citizen , asks, “Do I have to go back?” Sahar Aziz , a professor at the Texas A&M University, says that “the general mood I am seeing among Muslims is concern that a Trump presidency will be open season on them.” No one–not once in the campaign–ever talked about deporting law-abiding legal residents. So where did people get these deranged ideas? Obviously, from media caricatures. Hispanics are no doubt getting lurid stuff from the Spanish-language press as well. Telesur , a consortium based in Venezuela, reports that under a Trump presidency, “the rights of black and brown people, immigrants and women will suffer serious setbacks.” People like Peter Holley–who created the caricature and believe in it–are on such hair-trigger alert for “racism” that they can’t conceive of a non-racial American nationalism that expresses itself in the ideas that helped Donald Trump win: Illegal immigrants should stay out. Illegals who are here should go home. There should be no sanctuary cities. Birth-right citizenship is crazy. Muslims are potentially troublesome. Legal immigration should be cut. There is nothing inherently racial about any of these ideas, and they appeal to millions of Americans who don’t think in racial terms. But current dogma demands that we thrill to the idea that every brown-skinned newcomer–whether he has a job or even speaks English–is a precious addition to our “greatest strength,” which is diversity. Anyone who supports policies that have the effect of slowing the march of diversity is a “racist,” and might as well be a dedicated AmRen reader or even a member of the Ku Klux Klan. That’s why Peter Holley thinks Donald Trump wants my advice. The notion that Mr. Trump will hurt blacks is especially wrong, but it follows the usual sloppy liberal thinking: If you want to send home illegals it can only be because you hate Hispanics, which means you hate blacks, women, homosexuals, and Jews. Donald Trump wanted Confederate flags taken down in the South, is “fine” with affirmative action , and he blasted Justice Antonin Scalia’s critique of race preferences in universities. And only the most fevered imagination could have prompted the Salon headline: “ I Am a Gay Jew in Trump’s America. And I Am Afraid for My Life .” Mr. Trump’s close professional and family connections to Jews are well known . It is the widely circulated fantasies about Donald-Trump-the-racist that explain why Mexican-Americans and Muslims who are US citizens are reportedly crying themselves to sleep at night, and why there are violent anti-Trump demonstrations all over the country. Just as reckless anti-police reporting paved the way for the murders of policemen , frothing press coverage of Donald Trump has sent thousands of ignoramuses into the streets to smash store windows and attack cops. The papers are now full of breathless reports of Trump supporters calling blacks “ni**er” and tearing hijabs off Muslim women. Some of these attacks were faked , but some are no doubt real. What do they reflect? What Donald Trump wants or what the Frankenstein wants? If loutish whites are telling Hispanics “we’ll deport you,” who gave them the idea that a modern-day Hitler is about to move into the White House? The Trump-is-a-racist idea is so firmly planted in the minds of Hillary supporters that nothing can dislodge it. But they don’t even understand what they, themselves, mean by it. Josh Harkinson of Mother Jones called me after the election to talk about the Alt-Right. I explained to him how the media have painted a dishonest picture of Donald Trump, and he conceded that he was beginning to realize that using his favorite word–“racist”–to describe the president elect and people like me might be a mistake. I congratulated him on this intellectual breakthrough, and then asked what Donald Trump has ever said or done that was “racist,” whatever that word means. “Oh, there are so many, I don’t know where to begin.” “Then just tell me one.” There was a brief silence. “He retweeted an image of himself as Pepe the frog.” “What? Is that the best you can do? You’re really straining.” “Yes, I guess I’m straining.” Mr. Harkinson later brought up Mr. Trump’s suggestion that Judge Gonazlo Curiel’s Mexican ancestry meant he could not try the Trump University case fairly. I pointed out that Judge Curiel is a member of La Raza [the race] Lawyers, which gave Mr. Trump grounds to doubt his impartiality. “Besides,” I said, “if a white police officer is in an altercation with a black criminal and ends up shooting him, you’d be the first to say the officer was biased on account of his race.” “Not the first.” “Then the second.” We live in a world of malicious fantasy. If members of that priestly class known as journalists–everyone knows they are sternly objective–call someone a “racist” that’s what he is. And once you’re a “racist,” you might as well be a sexist, xenophobe, anti-Semite, homophobe, and who knows what else. This is what we get when reporters slant the news and then believe what they read in the papers. And the media can’t understand why no one trusts them anymore. Jared Taylor [ Email him ] is editor of American Renaissance and the author of Paved With Good Intentions: The Failure of Race Relations in Contemporary America . (For Peter Brimelow’s review, click here .) His most recent book is White Identity . (Reprinted from VDare.com by permission of author or representative)",1
441," Thanks for everything cowboy nation. @candiceromo, A post shared by Tony Romo (@tony. romo) on Mar 9, 2017 at 12:56pm PST, With the Dallas Cowboys set to part ways with quarterback Tony Romo, either via trade or release, the    posted a goodbye video on his Instagram page with Bob Dylan’s “The Times They Are  ” playing in the background.  “I just wanted to come to tell you it’s been a crazy 48 hours here,” Romo says. “Me and my family felt the outpouring of support and love from all of you. It’s been overwhelming and it doesn’t go unnoticed. I wanted to say thank you and we have a lot to think about here going forward. ” Follow Trent Baker on Twitter @MagnifiTrent",0
442,"Donald J. Trump’s election victory was powered in part by forceful opposition to what he described as an economic and political system rigged against the American people for the benefit of shadowy forces in the news media, the banks and the government.   Trump and his allies often describe that system with one word: globalism. It is a word that conjures many images, none of them good: shuttered factories, unchecked immigration and a distant cabal that, believers say, controls the economy and the media. Analysts who track extremist groups in the United States have expressed alarm at the use of the word by the  . They say it carries multiple meanings  —   from benign to sinister  —   and often serves as a “dog whistle” for racist,   and antigovernment conspiracy theorists. “Globalism is a principle driver for the fears that animate the radical right in the United States,” said Ryan Lenz, the editor of Hatewatch, a blog published by the Southern Poverty Law Center. “It is the enemy, ultimately. ” Globalism is often used as a synonym for globalization, the system of global economic interconnection that has been critiqued for decades by liberal groups like labor unions, environmental organizations and opponents of the International Monetary Fund and the World Bank. But for the far right, the term encapsulates a conspiratorial worldview based on racism, xenophobia and   according to Mark Pitcavage, a researcher at the   League. Lauren Southern, a host on the   Canadian media site Rebel Media, explicitly rejected its use as a synonym for globalization in a video she posted online in September. She said the word meant rule by autocrats  —   such as President Obama, former President George W. Bush and the United Nations  —   who value “the false flag of diversity” and “unchecked immigration from the third world. ” “Globalists almost always sneer down their nose at tradition, disdain national culture, laugh at religion and generally despise the West while holding a creepy affection for the third world,” she added. “They want open borders, cheap labor and antinationalism to benefit their business and political visions, and are all too willing to shaft the little people to achieve it. ” Breitbart News, the   website run by Stephen K. Bannon, Mr. Trump’s newly appointed chief White House strategist, frequently attacked globalism and   “globalist elites” during Mr. Bannon’s tenure there. But no one may have done more to popularize the idea of a globalist conspiracy than Alex Jones, a   radio host who commands an online audience of millions through his Infowars media empire. He has been called “the most prolific conspiracy theorist in contemporary America” by the Southern Poverty Law Center. Among his claims: the Sandy Hook school massacre in Newtown, Conn. was a hoax and the Sept. 11 terror attacks were an inside job. Mr. Jones posted his own definition of globalism to YouTube in 2014. In his trademark shout, he described it as a “global digital panopticon control system” engineered by shadowy corporate and political elites. He called it “the total form of slavery. ” The host, who has enthusiastically supported Mr. Trump, hailed the Republican as a “George  ” historical figure. Mr. Trump, who appeared on his show last year, has in turn heaped praise upon Mr. Jones. “Your reputation is amazing,” Mr. Trump said. “I will not let you down. You will be very, very impressed, I hope. And I think we’ll be speaking a lot. ” So what is Mr. Trump talking about when he talks about globalism? His spokeswoman, Hope Hicks, provided a definition in an email before the election last week:   groups in the United States began to refer to globalism at the end of the Cold War, when it replaced communism as an idea that was an   danger to the nation, Mr. Pitcavage said. They have also referred to it as the New World Order, and soon they saw its tentacles everywhere. The shape of that conspiracy had distinctly   overtones, in part because many of communism’s foes had historically seen communism as inextricably linked to Judaism, Mr. Pitcavage said. Members of the far right became fixated on prominent Jews like the businessman and philanthropist George Soros. Those conspiratorial beliefs were bolstered when former President George Bush celebrated the end of the Cold War in a 1991 speech by saying it was the dawn of a “new world order. ” His use of the phrase was taken as proof by many that a globalist conspiracy really was afoot. “It was very easy for them, especially because he was the one who said it, to take that ball and run with it,” Mr. Pitcavage said. “From that point on, the phrase became the short hand for that kind of globalism conspiracy theory. ” The term’s multiple meanings have made it a powerful political tool, and Mr. Trump’s and his allies’ frequent references to globalism have drawn in a wide and varied audience. “  is a very efficient net to unite disparate parts of the right” from the mainstream to the extreme, said Brian Levin, the director of the Center for the Study of Hate and Extremism at California State University, San Bernardino. Professor Levin called globalism “the defining folklore and narrative for the racist right” but said it had also “become a convenient boogeyman to explain the various declines that the United States is perceived to be in. ” Globalism was an important theme in the final weeks of Mr. Trump’s campaign, for example, when he told  a rally in Florida in October that his opponent for the presidency, Hillary Clinton, had sat at the heart of a   conspiracy with international bankers “to plot the destruction of U. S. sovereignty. ” The   League criticized the speech for “evoking classic   themes. ” Conspiratorial talk has continued after the election. Mr. Trump referred to a plot against him again last Thursday, when he complained on Twitter that   protests were the work of the news media and paid protesters. Lou Dobbs, a Trump ally and host on Fox Business News, later accused Mr. Soros of “inciting riots. ” Many on the far right have celebrated Mr. Trump’s election victory as a momentous blow against the globalist conspiracy. Last Friday, Mr. Jones claimed on YouTube that Mr. Trump had called him personally to thank him and his audience for their support and to offer to appear on his show again soon. Ms. Hicks, the Trump campaign’s spokeswoman, did not reply to an email seeking comment late Sunday night. Mr. Jones then pivoted to what he thought was most important: the coming destruction of “the globalists that hijacked the country,” primarily the news media and international business people. Soon they would be destroyed once and for all, he suggested. “This is America battling back to restore humanity and to break the chains,” he said. “There’s not gonna be any détente. We know you’re scum, and we’re just here to let you know you’re scum. ”",0
443,"ATLANTA  —   With local television programming interrupted and a camera trained on the defendant’s emotionless face, an   father was convicted of murder on Monday for causing the death of his young son by deliberately leaving him in a hot car more than two years ago. A jury in southeast Georgia, where the case was tried because of intense pretrial publicity here, returned guilty verdicts against the man, Justin Ross Harris, 35, on eight counts, including malice murder and cruelty to children. Mr. Harris, who sometimes glanced downward as the verdict was read in Brunswick, could be sentenced to life in prison for the death of his    son, Cooper. The verdict, announced on the jury’s fourth day of deliberations, ended the suspense of a trial that began on Oct. 3, and it capped nearly 29 months of sordid allegations and scrambled loyalties. The cause of Cooper’s death was undisputed  —   Mr. Harris left him in a Hyundai Tucson while he worked as a software engineer at Home Depot on June 18, 2014  —   but it fell to jurors to decide whether he had been malicious or merely  . The manner of Cooper’s death is a heartbreakingly familiar one: At least 39 children in the United States have died of “vehicular heatstroke” this year, according to statistics compiled by a San Jose State University researcher. But the case against Mr. Harris was striking because of the severity of the charges and the state’s argument that he was eager to end his responsibilities to his family. “This killer’s heart abandoned this child long before he died,” Charles P. Boring, an assistant district attorney, said during his closing argument. “This defendant’s heart abandoned this child when he left him to die a terrible death in that car. ” In a statement after the verdict, the district attorney’s office noted a message that Mr. Harris sent minutes before he left his vehicle, Cooper still in his car seat: “I love my son and all, but we both need escapes. ” But near the end of a trial in which Mr. Harris was vilified as a   man with a compromised marriage, one of his lawyers, H. Maddox Kilgore, argued that moral failings did not make a motive for murder. “There is no evidence of any kind of hatred or bad feelings or anger,” Mr. Kilgore said. “Whatever term you want to come up with, any term you come up with, there’s no evidence that Ross expressed that toward his son. ” In the end, Mr. Harris was convicted on all eight counts for which he was indicted. Three of the charges were not connected to Cooper’s death and instead focused on Mr. Harris’s electronic communications with at least one underage girl. He will be sentenced next month. Although Mr. Harris’s former wife, Leanna Taylor, filed for divorce after Cooper’s death, she testified in her husband’s defense. Ms. Taylor’s lawyer, Lawrence J. Zimmerman, said she was “deeply disappointed” by the verdict.",0
